CODIGO PERIODO,CODIGO ESTUDIANTE,DES_APELLIDO_PATERNO,DES_APELLIDO_MATERNO,DES_NOMBRES,GENERO,EDAD,CORREO_UPC,CORREO_PERSONAL_1,MOBILE PHONE,FLAG_ESTUDIANTE_PROVINCIA,CARRERA,FACULTAD,CAMPUS,FECHA MATRICULA,IND_CICLO_ALUMNO,NRO_CICLOS_ORDINARIO_MAT,NRO_CICLOS_ORDINARIO_RET,FLAG_TIENE_DEUDA,MONTO_DEUDA,FLAG_COLEGIO_PROCEDENCIA_ES_PROVINCIA,FLAG_BECA_18,FLAG_BENEFICIO,TIPO BENEFICIO,MODALIDAD DE INGRESO,CICLO DE INGRESO,FLAG_TRABAJA,FLAG_LLEVÓ NIVELACIÓN,NIVEL SOCIOECONÓMICO,CATEGORÍA DE PAGO,CANTIDAD CURSOS MATRICULADOS EN RIESGO,CANTIDAD CURSOS MATRICULADOS EN PRESENCIAL,CANTIDAD CURSOS MATRICULADOS EN VIRTUAL,TOTAL DE CURSOS MATRICULADOS EN TODO SU AVANCE,TOTAL DE CURSOS APROBADOS EN TODO SU AVANCE,TOTAL DE CURSOS DESAPROBADOS EN TODO SU AVANCE,TOTAL DE RETIROS DE ASIGNATURA EN TODO SU AVANCE,TOTAL DE CURSOS MATRICULADOS POR CICLO,TOTAL DE RETIROS DE ASIGNATURA POR CICLO,TOTAL DE CURSOS APROBADOS POR CICLO,TOTAL DE CURSOS DESAPROBADOS POR CICLO,TOTAL DE CRÉDITOS APROBADOS POR CICLO,TOTAL DE CRÉDITOS DESAPROBADOS POR CICLO,TOTAL DE CRÉDITOS APROBADOS EN TODO SU AVANCE,TOTAL DE CRÉDITOS DESAPROBADOS EN TODO SU AVANCE,TOTAL DE CRÉDITOS MATRICULADOS POR CICLO,TOTAL DE CRÉDITOS MATRICULADOS EN TODO SU AVANCE,PROMEDIO PONDERADO ACUMULADO,PROMEDIO POR CICLO,NÚMERO DE DOBLE DESAPROBACIÓN POR CICLO,NÚMERO DE DOBLE DESAPROBACIÓN EN TODO SU AVANCE,NÚMERO DE ASISTENCIAS POR CICLO,PORCENTAJE DE ASISTENCIAS POR CICLO,NÚMERO DE INASISTENCIAS POR CICLO,PORCENTAJE DE INASISTENCIAS,FLAG ABANDONO ESTUDIOS
2019-1,u20181100,Apellido 10,Apellido 10,Nombre10,F,23,u10@upc.edu.pe,personal_10@gmail.com,910000000,NO,Ingeniería de Sistemas de Información,Ingeniería,Monterrico,2019-010-01,3,4,-1,SI,6000,NO,NO,NO,BECA DE HONOR,SELECCIÓN PREFERENTE,2017-1,NO,SI,B,Q,6,2,1,15,15,0,0,7,2,7,0,60,0,60,0,28,60,9.848631902160871,14.455541619481089,1,0,85,0.8018867924528302,21,0.19811320754716982,NO
2019-1,u20151110,Apellido 11,Apellido 11,Nombre11,M,29,u11@upc.edu.pe,personal_11@gmail.com,911000000,NO,Ingeniería Ambiental,Ingeniería,Monterrico,2019-011-01,9,8,1,NO,0,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,2014-1,SI,SI,C,Y,6,5,2,45,6,14,25,7,4,1,6,24,24,24,56,28,180,16.586651032232886,10.03160694113571,1,6,137,0.8058823529411765,33,0.19411764705882353,NO
2019-1,u20172120,Apellido 12,Apellido 12,Nombre12,M,29,u12@upc.edu.pe,personal_12@gmail.com,912000000,NO,Ingeniería Electrónica,Ingeniería,Monterrico,2019-012-01,4,4,0,SI,10000,NO,NO,SI,DESCUENTOS CORPORATIVOS,EXONER.GRADO TITULO,2017-2,NO,SI,B,T,2,1,3,20,20,0,0,6,6,2,4,80,16,80,0,24,80,7.623103447512255,7.439757823017889,2,0,121,0.7857142857142857,33,0.21428571428571427,SI
2019-1,u20172130,Apellido 13,Apellido 13,Nombre13,F,19,u13@upc.edu.pe,personal_13@gmail.com,913000000,NO,Ingeniería Civil,Ingeniería,Monterrico,2019-013-01,4,5,-1,NO,0,NO,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,2017-2,NO,SI,B,Y,5,3,6,20,15,5,0,6,4,1,5,60,20,60,20,24,80,15.466946523661253,9.958656146068698,6,4,103,0.824,22,0.176,NO
2019-1,u20182140,Apellido 14,Apellido 14,Nombre14,F,27,u14@upc.edu.pe,personal_14@gmail.com,914000000,NO,Ingeniería Electrónica,Ingeniería,Monterrico,2019-014-01,2,1,1,SI,2000,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2018-2,NO,SI,B,U,1,2,1,10,6,3,1,6,6,5,1,24,4,24,12,24,40,17.63281739216688,8.382097029674693,6,2,139,0.8853503184713376,18,0.11464968152866242,NO
2019-1,u20162150,Apellido 15,Apellido 15,Nombre15,M,20,u15@upc.edu.pe,personal_15@gmail.com,915000000,SI,Ingeniería Electrónica,Ingeniería,Monterrico,2019-015-01,6,4,2,NO,0,SI,NO,NO,SIN BENEFICIO,EVALUACION INTEGRAL,2016-2,NO,SI,A,U,3,2,5,30,2,10,18,3,4,2,1,8,4,8,40,12,120,19.635303578330422,10.272896379642495,5,4,68,0.8192771084337349,15,0.18072289156626506,NO
2019-1,u20182160,Apellido 16,Apellido 16,Nombre16,M,22,u16@upc.edu.pe,personal_16@gmail.com,916000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-016-01,2,1,1,NO,0,NO,SI,NO,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,2018-2,SI,NO,C,Y,3,6,3,10,5,2,3,7,5,7,0,20,0,20,8,28,40,5.478079100736177,9.91954490799587,2,2,140,0.8484848484848485,25,0.15151515151515152,SI
2019-1,u20181170,Apellido 17,Apellido 17,Nombre17,F,26,u17@upc.edu.pe,personal_17@gmail.com,917000000,NO,Ingeniería Ambiental,Ingeniería,Monterrico,2019-017-01,3,2,1,NO,0,NO,NO,SI,BECA DE HONOR,EXONER.GRADO TITULO,2017-1,NO,SI,C,Y,6,1,4,15,0,2,13,3,4,2,1,0,4,0,8,12,60,12.523878347098872,15.945286676202507,2,0,134,0.783625730994152,37,0.21637426900584794,NO
2019-1,u20172180,Apellido 18,Apellido 18,Nombre18,M,26,u18@upc.edu.pe,personal_18@gmail.com,918000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-018-01,4,5,-1,NO,0,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2017-2,NO,SI,B,T,6,5,1,20,8,11,1,4,4,4,0,32,0,32,44,16,80,17.49786301530761,9.871329288657682,6,9,68,0.6666666666666666,34,0.3333333333333333,NO
2019-1,u20182190,Apellido 19,Apellido 19,Nombre19,M,30,u19@upc.edu.pe,personal_19@gmail.com,919000000,SI,Ciencias de la Computación,Ingeniería,Monterrico,2019-019-01,2,2,0,SI,8000,NO,NO,NO,BECA DE HONOR,EXONER.GRADO TITULO,2018-2,NO,NO,A,S,5,5,5,10,3,0,7,4,4,1,3,12,12,12,0,16,40,6.7264845764935295,14.061392703280266,6,0,94,0.7768595041322314,27,0.2231404958677686,NO
2019-1,u20172200,Apellido 20,Apellido 20,Nombre20,M,28,u20@upc.edu.pe,personal_20@gmail.com,920000000,SI,Ingeniería de Software,Ingeniería,Monterrico,2019-020-01,4,5,-1,NO,0,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,2017-2,NO,SI,C,T,3,5,4,20,7,2,11,7,1,7,0,28,0,28,8,28,80,10.642777215498016,16.586236026875405,5,1,90,0.7258064516129032,34,0.27419354838709675,NO
2019-1,u20161210,Apellido 21,Apellido 21,Nombre21,M,24,u21@upc.edu.pe,personal_21@gmail.com,921000000,NO,Ingeniería de Gestión Empresarial,Ingeniería,Monterrico,2019-021-01,7,6,1,NO,0,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,2015-1,NO,SI,A,X,3,3,1,35,1,22,12,4,6,2,2,4,8,4,88,16,140,15.888601754597792,16.188956859916928,1,17,51,0.6455696202531646,28,0.35443037974683544,NO
2019-1,u20182220,Apellido 22,Apellido 22,Nombre22,M,20,u22@upc.edu.pe,personal_22@gmail.com,922000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-022-01,2,2,0,SI,8000,NO,NO,SI,DESCUENTOS CORPORATIVOS,EXONER.GRADO TITULO,2018-2,SI,NO,A,Z,4,5,1,10,2,6,2,5,2,5,0,8,0,8,24,20,40,9.078324452142686,15.227740952360318,2,1,125,0.7763975155279503,36,0.2236024844720497,NO
2019-1,u20172230,Apellido 23,Apellido 23,Nombre23,F,20,u23@upc.edu.pe,personal_23@gmail.com,923000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-023-01,4,4,0,SI,2000,NO,NO,NO,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,2017-2,NO,SI,A,S,4,3,5,20,9,5,6,7,4,1,6,36,24,36,20,28,80,13.5826572367846,14.740609877873982,3,3,61,0.648936170212766,33,0.35106382978723405,NO
2019-1,u20191240,Apellido 24,Apellido 24,Nombre24,M,22,u24@upc.edu.pe,personal_24@gmail.com,924000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-024-01,1,2,-1,NO,0,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,2018-1,SI,NO,A,Z,4,3,4,5,4,0,1,7,3,2,5,16,20,16,0,28,20,12.85501681408946,13.905446301523398,1,0,64,0.6464646464646465,35,0.35353535353535354,NO
2019-1,u20191250,Apellido 25,Apellido 25,Nombre25,F,19,u25@upc.edu.pe,personal_25@gmail.com,925000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-025-01,1,1,0,SI,10000,NO,NO,NO,BECA DE HONOR,SELECCIÓN PREFERENTE,2018-1,NO,SI,D,Z,6,2,1,5,4,0,1,6,1,2,4,16,16,16,0,24,20,11.862129423247953,14.768860774613444,5,0,131,0.8562091503267973,22,0.1437908496732026,NO
2019-1,u20142260,Apellido 26,Apellido 26,Nombre26,M,21,u26@upc.edu.pe,personal_26@gmail.com,926000000,NO,Ingeniería de Sistemas de Información,Ingeniería,Monterrico,2019-026-01,10,2,8,NO,0,NO,NO,SI,DESCUENTOS CORPORATIVOS,SELECCIÓN PREFERENTE,2014-2,NO,NO,A,Y,5,6,3,50,3,24,23,7,4,1,6,12,24,12,96,28,200,9.5007676507122,12.956716785131775,6,10,93,0.7045454545454546,39,0.29545454545454547,NO
2019-1,u20152270,Apellido 27,Apellido 27,Nombre27,F,28,u27@upc.edu.pe,personal_27@gmail.com,927000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-027-01,8,3,5,SI,10000,SI,NO,NO,DESCUENTOS CORPORATIVOS,EXONER.GRADO TITULO,2015-2,NO,SI,A,S,5,5,2,40,28,9,3,5,3,1,4,112,16,112,36,20,160,5.493710154300247,9.058918169790022,2,9,97,0.7637795275590551,30,0.23622047244094488,NO
2019-1,u20161280,Apellido 28,Apellido 28,Nombre28,F,26,u28@upc.edu.pe,personal_28@gmail.com,928000000,NO,Ingeniería de Software,Ingeniería,Monterrico,2019-028-01,7,2,5,NO,0,NO,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,2015-1,NO,SI,C,S,1,3,2,35,32,0,3,3,2,2,1,128,4,128,0,12,140,6.088182525203854,7.637261673135546,1,0,85,0.7589285714285714,27,0.24107142857142858,NO
2019-1,u20172290,Apellido 29,Apellido 29,Nombre29,M,22,u29@upc.edu.pe,personal_29@gmail.com,929000000,SI,Ingeniería de Sistemas de Información,Ingeniería,Monterrico,2019-029-01,4,1,3,NO,0,NO,SI,NO,SIN BENEFICIO,EXONER.GRADO TITULO,2017-2,NO,NO,E,U,6,4,6,20,15,3,2,4,3,4,0,60,0,60,12,16,80,16.1288581466059,9.622607937994934,6,2,138,0.8518518518518519,24,0.14814814814814814,NO
2019-1,u20182300,Apellido 30,Apellido 30,Nombre30,M,30,u30@upc.edu.pe,personal_30@gmail.com,930000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-030-01,2,1,1,SI,0,NO,NO,NO,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,2018-2,NO,SI,D,X,6,3,4,10,5,0,5,4,3,2,2,20,8,20,0,16,40,15.603149885960773,11.558157509786508,6,0,90,0.7317073170731707,33,0.2682926829268293,NO
2019-1,u20161310,Apellido 31,Apellido 31,Nombre31,F,28,u31@upc.edu.pe,personal_31@gmail.com,931000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-031-01,7,7,0,NO,0,NO,NO,SI,DESCUENTOS CORPORATIVOS,EXONER.GRADO TITULO,2015-1,NO,NO,C,T,6,2,6,35,9,13,13,4,5,3,1,36,4,36,52,16,140,13.396539612183263,10.782020593594527,5,13,105,0.7394366197183099,37,0.2605633802816901,NO
2019-1,u20162320,Apellido 32,Apellido 32,Nombre32,F,24,u32@upc.edu.pe,personal_32@gmail.com,932000000,NO,Ingeniería de Sistemas de Información,Ingeniería,Monterrico,2019-032-01,6,7,-1,NO,0,SI,NO,NO,SIN BENEFICIO,EVALUACION INTEGRAL,2016-2,NO,SI,A,U,2,1,5,30,18,1,11,6,6,6,0,72,0,72,4,24,120,10.56963630264219,8.647813559375948,4,1,135,0.8385093167701864,26,0.16149068322981366,NO
2019-1,u20162330,Apellido 33,Apellido 33,Nombre33,F,22,u33@upc.edu.pe,personal_33@gmail.com,933000000,SI,Ingeniería de Software,Ingeniería,Monterrico,2019-033-01,6,6,0,SI,8000,NO,NO,SI,BECA DE HONOR,EVALUACION INTEGRAL,2016-2,NO,SI,D,U,6,2,4,30,14,10,6,3,6,2,1,56,4,56,40,12,120,17.575124653610867,12.807866071172638,4,0,51,0.6144578313253012,32,0.3855421686746988,NO
2019-1,u20182340,Apellido 34,Apellido 34,Nombre34,M,24,u34@upc.edu.pe,personal_34@gmail.com,934000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-034-01,2,2,0,NO,0,SI,NO,NO,DESCUENTOS CORPORATIVOS,EVALUACION INTEGRAL,2018-2,NO,SI,D,S,4,4,1,10,7,0,3,3,6,1,2,28,8,28,0,12,40,14.033180698462843,11.450548815167611,1,0,52,0.5977011494252874,35,0.40229885057471265,NO
2019-1,u20181350,Apellido 35,Apellido 35,Nombre35,F,27,u35@upc.edu.pe,personal_35@gmail.com,935000000,NO,Ingeniería Electrónica,Ingeniería,Monterrico,2019-035-01,3,2,1,NO,0,NO,NO,SI,BECA DE HONOR,EXONER.GRADO TITULO,2017-1,NO,SI,B,Z,2,5,5,15,8,4,3,4,1,1,3,32,12,32,16,16,60,12.071893280197244,8.549631025340402,5,3,68,0.7640449438202247,21,0.23595505617977527,NO
2019-1,u20161360,Apellido 36,Apellido 36,Nombre36,M,25,u36@upc.edu.pe,personal_36@gmail.com,936000000,NO,Ingeniería Electrónica,Ingeniería,Monterrico,2019-036-01,7,7,0,SI,0,NO,NO,NO,BECA DE HONOR,SELECCIÓN PREFERENTE,2015-1,NO,SI,B,U,6,3,4,35,21,7,7,4,2,4,0,84,0,84,28,16,140,11.952377903144438,13.988508611028676,5,5,52,0.6046511627906976,34,0.3953488372093023,NO
2019-1,u20181370,Apellido 37,Apellido 37,Nombre37,F,28,u37@upc.edu.pe,personal_37@gmail.com,937000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-037-01,3,3,0,NO,0,NO,NO,NO,DESCUENTO RETENCION,SELECCIÓN PREFERENTE,2017-1,NO,SI,A,U,6,1,6,15,0,15,0,7,6,7,0,0,0,0,60,28,60,13.25716462844266,15.761077966384205,3,12,63,0.7590361445783133,20,0.24096385542168675,SI
2019-1,u20152380,Apellido 38,Apellido 38,Nombre38,M,21,u38@upc.edu.pe,personal_38@gmail.com,938000000,SI,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-038-01,8,5,3,SI,4000,NO,SI,SI,SIN BENEFICIO,EVALUACION INTEGRAL,2015-2,SI,SI,C,Y,4,4,4,40,30,7,3,6,5,4,2,120,8,120,28,24,160,18.045241217223527,12.062331865187248,1,4,127,0.8581081081081081,21,0.14189189189189189,NO
2019-1,u20181390,Apellido 39,Apellido 39,Nombre39,M,23,u39@upc.edu.pe,personal_39@gmail.com,939000000,SI,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-039-01,3,2,1,NO,0,NO,NO,NO,BECA DE HONOR,SELECCIÓN PREFERENTE,2017-1,NO,SI,B,Z,6,2,1,15,10,5,0,3,6,2,1,40,4,40,20,12,60,15.475357371181955,15.482219950530054,4,4,136,0.7861271676300579,37,0.2138728323699422,NO
2019-1,u20162400,Apellido 40,Apellido 40,Nombre40,F,20,u40@upc.edu.pe,personal_40@gmail.com,940000000,NO,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-040-01,6,2,4,NO,0,NO,NO,SI,DESCUENTO RETENCION,SELECCIÓN PREFERENTE,2016-2,SI,SI,A,Q,6,3,4,30,17,13,0,7,5,4,3,68,12,68,52,28,120,15.340495729677244,8.729437930494056,6,13,79,0.7669902912621359,24,0.23300970873786409,SI
2019-1,u20162410,Apellido 41,Apellido 41,Nombre41,M,21,u41@upc.edu.pe,personal_41@gmail.com,941000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-041-01,6,2,4,NO,0,SI,SI,NO,SIN BENEFICIO,SELECCIÓN PREFERENTE,2016-2,SI,NO,A,T,1,5,6,30,14,16,0,5,6,5,0,56,0,56,64,20,120,18.67831139944174,12.166156983554938,5,6,118,0.8613138686131386,19,0.1386861313868613,NO
2019-1,u20172420,Apellido 42,Apellido 42,Nombre42,M,23,u42@upc.edu.pe,personal_42@gmail.com,942000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-042-01,4,1,3,SI,10000,NO,NO,NO,BECA DE HONOR,EXONER.GRADO TITULO,2017-2,NO,SI,D,T,5,5,1,20,17,0,3,4,6,3,1,68,4,68,0,16,80,16.343058936398442,16.261610115420645,5,0,123,0.8367346938775511,24,0.16326530612244897,NO
2019-1,u20161430,Apellido 43,Apellido 43,Nombre43,F,23,u43@upc.edu.pe,personal_43@gmail.com,943000000,NO,Ciencias de la Computación,Ingeniería,Monterrico,2019-043-01,7,4,3,SI,4000,SI,NO,SI,SIN BENEFICIO,EXONER.GRADO TITULO,2015-1,NO,SI,B,T,2,3,1,35,4,0,31,4,3,4,0,16,0,16,0,16,140,7.4529264737013,16.70144737477176,3,0,76,0.7307692307692307,28,0.2692307692307692,NO
2019-1,u20171440,Apellido 44,Apellido 44,Nombre44,M,30,u44@upc.edu.pe,personal_44@gmail.com,944000000,NO,Ingeniería Mecatrónica,Ingeniería,Monterrico,2019-044-01,5,6,-1,NO,0,NO,NO,NO,BECA DE HONOR,EVALUACION INTEGRAL,2016-1,NO,NO,C,S,6,4,5,25,15,8,2,4,3,4,0,60,0,60,32,16,100,12.95712760112303,7.654701575327051,1,6,140,0.8,35,0.2,NO
2019-1,u20182450,Apellido 45,Apellido 45,Nombre45,F,18,u45@upc.edu.pe,personal_45@gmail.com,945000000,NO,Ingeniería Industrial,Ingeniería,Monterrico,2019-045-01,2,1,1,SI,2000,NO,NO,SI,BECA DE HONOR,EXONER.GRADO TITULO,2018-2,NO,SI,B,U,1,2,6,10,8,2,0,5,1,2,3,32,12,32,8,20,40,18.906242776937265,17.080747790682636,5,0,67,0.7976190476190477,17,0.20238095238095238,NO
2019-1,u20181460,Apellido 46,Apellido 46,Nombre46,M,27,u46@upc.edu.pe,personal_46@gmail.com,946000000,SI,Ingeniería de Gestión Minera,Ingeniería,Monterrico,2019-046-01,3,4,-1,NO,0,SI,NO,SI,SIN BENEFICIO,EVALUACION INTEGRAL,2017-1,NO,SI,A,S,3,6,5,15,8,6,1,3,1,2,1,32,4,32,24,12,60,17.426529019611174,10.752911725303777,1,6,82,0.7321428571428571,30,0.26785714285714285,NO
2019-1,u20172470,Apellido 47,Apellido 47,Nombre47,M,22,u47@upc.edu.pe,personal_47@gmail.com,947000000,NO,Ingeniería de Sistemas de Información,Ingeniería,Monterrico,2019-047-01,4,1,3,NO,0,NO,NO,SI,BECA DE HONOR,EXONER.GRADO TITULO,2017-2,NO,SI,C,S,6,4,6,20,9,10,1,5,2,5,0,36,0,36,40,20,80,14.107189835324421,11.71413341571668,6,6,100,0.746268656716418,34,0.2537313432835821,SI
2019-1,u20172480,Apellido 48,Apellido 48,Nombre48,F,30,u48@upc.edu.pe,personal_48@gmail.com,948000000,SI,Ingeniería Ambiental,Ingeniería,Monterrico,2019-048-01,4,1,3,NO,0,SI,NO,NO,SIN BENEFICIO,SELECCIÓN PREFERENTE,2017-2,SI,SI,C,S,4,6,4,20,15,0,5,7,2,1,6,60,24,60,0,28,80,10.604120656100434,14.253374171519152,2,0,50,0.7142857142857143,20,0.2857142857142857,NO
